Released	Program Name	Program Revision	Approximate Date	Predecessor Name	Predecessor Revision	Known PCRs/PCNs/Software Anomaly Reports Incorporated Relative to Predecessor	References	Notes
	COLOSSUS	225-227	1968-08-02	COLOSSUS	224	TBD	Missing COLOSSUS Memo #75	
	COLOSSUS	228-230	1968-08-06	COLOSSUS	227	TBD	Missing COLOSSUS Memo #76	
	COLOSSUS	231-232	1968-08-13	COLOSSUS	230	TBD	Missing COLOSSUS Memo #78	
	COLOSSUS	233	1968-08-19	COLOSSUS	232	TBD	Missing COLOSSUS Memo #81	
r8p1c	COLOSSUS	234	1968-08-19	COLOSSUS	233	TBD	Missing COLOSSUS Memo #81	
	COLOSSUS	235	1968-08-19	COLOSSUS	234	TBD	Missing COLOSSUS Memo #81	
r8p2c	COLOSSUS	236	1968-08-19	COLOSSUS	235	TBD	Missing COLOSSUS Memo #81	
	COL236	1	1968-09-01	COLOSSUS	236	TBD	Missing COLOSSUS Memo #81	
	COL236	2	1968-09-05	COL236	1	TBD	Missing COLOSSUS Memo #81	
r8	COLOSSUS	237	1968-09-01	COLOSSUS	236	TBD	Missing COLOSSUS Memos #80 & #94	COLOSSUS 237 was the Command Module AGC software flown on Apollo 8.
	COLOSSUS	238	1968-09-25	COLOSSUS	237	TBD	Missing COLOSSUS Memo #90	
	COLOSSUS	239	1968-10-01	COLOSSUS	238	TBD	Missing COLOSSUS Memo #92	
	COLOSSUS	240	1968-10-10	COLOSSUS	239	TBD	Missing COLOSSUS Memo #95	
	COLOSSUS	241-242	1968-10-15	COLOSSUS	240	TBD	Missing COLOSSUS Memo #97	
	COLOSSUS	243-244	1968-10-23	COLOSSUS	242	TBD	Missing COLOSSUS Memo #98	
	COLOSSUS	245-248	1968-10-30	COLOSSUS	244	TBD	Missing COLOSSUS Memo #100	
r9	COLOSSUS	249	1968-10-30	COLOSSUS	248	TBD	Missing COLOSSUS Memo #100	COLOSSUS 249 was the Command Module AGC software flown on Apollo 9.
	COLOSSUS	250-252	1969-01-13	COLOSSUS	249	TBD	Missing COLOSSUS Memo #136	
	COLOSSUS	253-257	1969-02-03	COLOSSUS	252	TBD	Missing COLOSSUS Memo #150	
								
	COMANCHE	1-5	1968-11-01	COLOSSUS	249	TBD	Missing COLOSSUS Memo #99, COLOSSUS Memo #140 Rev. 2	
	COMANCHE	6-8	1968-11-15	COMANCHE	5	TBD	Missing COLOSSUS Memo #102	
	COMANCHE	9-10	1968-12-05	COMANCHE	8	TBD	Missing COLOSSUS Memo #116	
	COMANCHE	11-12	1968-12-09	COMANCHE	10	TBD	Missing COLOSSUS Memo #119	
	COMANCHE	13-17	1968-12-18	COMANCHE	12	TBD	Missing COLOSSUS Memo #128	
	COMANCHE	18-19	1968-12-23	COMANCHE	17	TBD	Missing COLOSSUS Memo #130	
	COMANCHE	20-22	1969-01-03	COMANCHE	19	TBD	Missing COLOSSUS Memo #131	
	COMANCHE	23-27	1969-01-13	COMANCHE	22	TBD	Missing COLOSSUS Memo #138	
	COMANCHE	28-30	1969-01-15	COMANCHE	27	TBD	Missing COLOSSUS Memo #141	
	COMANCHE	31-33	1969-01-21	COMANCHE	30	TBD	Missing COLOSSUS Memo #145	
	COMANCHE	34-36	1969-01-27	COMANCHE	33	TBD	Missing COLOSSUS Memo #146	
	COMANCHE	37-39	1969-02-03	COMANCHE	36	TBD	Missing COLOSSUS Memo #147	
	COMANCHE	40-41	1969-02-07	COMANCHE	39	TBD	Missing COLOSSUS Memo #152	
	COMANCHE	42-43	1969-03-03	COMANCHE	41	TBD	Missing COLOSSUS Memo #159	
r10p1c	COMANCHE	44	1969-03-03	COMANCHE	43	TBD	Missing COLOSSUS Memo #159	
r10p2c	COMANCHE	45	1969-03-03	COMANCHE	44	TBD	Missing COLOSSUS Memo #159	
	MANCHE45	1	1969-04-01	COMANCHE	45	TBD	Missing COLOSSUS Memo #184	
r10	MANCHE45	2	1969-04-02	MANCHE45	1	TBD	Missing COLOSSUS Memo #184	MANCHE45 rev 2 was the Command Module AGC software flown on Apollo 10.
	COMANCHE	46-47	1969-03-05	COMANCHE	45	TBD	Missing COLOSSUS Memo #160	
	COMANCHE	48	1969-03-07	COMANCHE	47	TBD	Missing COLOSSUS Memo #161	
	COMANCHE	49	1969-03-13	COMANCHE	48	TBD	Missing COLOSSUS Memo #162	
	COMANCHE	50	1969-03-20	COMANCHE	49	TBD	Missing COLOSSUS Memo #166	
r11p1c	COMANCHE	51	1969-03-20	COMANCHE	50	TBD	Missing COLOSSUS Memo #166	
	COMANCHE	52-54	1969-05-23	COMANCHE	51	TBD	Missing COLOSSUS Memo #184	
r11	COMANCHE	55	1969-05-23	COMANCHE	54	TBD	Missing COLOSSUS Memo #184	COMANCHE 55 was the Command Module AGC software flown on Apollo 11.
	COMANCHE	56-58	1969-06-06	COMANCHE	55	TBD	Missing COLOSSUS Memo #187	
	COMANCHE	59-60	1969-06-23	COMANCHE	58	TBD	Missing COLOSSUS Memo #190	
	COMANCHE	61-62	1969-06-26	COMANCHE	60	TBD	Missing COLOSSUS Memo #192	
	COMANCHE	63-66	1969-07-16	COMANCHE	62	TBD	Missing COLOSUSS Memo #195	
r12	COMANCHE	67	1969-07-16	COMANCHE	66	TBD	Missing COLOSUSS Memo #195	COMANCHE 67 was the Command Module AGC software flown on Apollo 12.
	COMANCHE	68-69	1969-09-30	COMANCHE	67	TBD	Missing COLOSSUS Memo #220	
	COMANCHE	70-71	1969-10-13	COMANCHE	69	TBD	Missing COLOSSUS Memo #223	
r13p1c	COMANCHE	72	1969-10-20	COMANCHE	71	TBD	Missing COLOSSUS Memo #224	
	MANCHE72	1	1969-12-23	COMANCHE	72	TBD	Mission COLOSSUS Memo #238	
	MANCHE72	2	1969-12-23	MANCHE72	1	TBD	Mission COLOSSUS Memo #238	
r13	MANCHE72	3	1969-12-23	MANCHE72	2	TBD	Mission COLOSSUS Memo #238	MANCHE72 rev 3 was the Command Module AGC software flown on Apollo 13.
	COMANCHE	73-75	1969-11-10	COMANCHE	72	PCR-821.1, PCR-822, PCR-857, PCR-867, PCR-872.1, PCR-916, PCR-917, PCR-921, PCR-974, COM-31, ART-37, ACB-101, TBD (1)	COLOSSUS Memo #230	
	COMANCHE	76-80	1969-12-15	COMANCHE	75	PCR-288, PCR-292, PCR-869, PCR-874.1, PCR-916, PCR-987, COM-32, ART-37, ACB-102, ACB-103, ACB-104, ACB-105, ACB-106, TBD (5)	COLOSSUS Memo #237	
	COMANCHE	81-83	1969-12-23	COMANCHE	80	PCR-290, PCR-292, PCR-295, PCR-821.1, PCR-857, PCR-869, PCR-916, PCR-956, PCR-986.1, ART-37, ACB-107	COLOSSUS Memo #239	
	COMANCHE	84-89	1970-02-02	COMANCHE	83	PCR-289, PCR-292, PCR-857, PCR-868, PCR-872.1, PCR-978, PCR-986.1, PCN-994, ACB-100, ACB-103, ART-37, TBD (6)	COLOSSUS Memo #243	
	COMANCHE	90-96	1970-02-26	COMANCHE	89	PCR-859, PCR-868, PCR-869, PCR-956, PCR-970.1, PCR-973, PCR-985, PCR-991.1, PCR-993, ACB-111, ACB-112, COM-33, TBD (1)	COLOSSUS Memo #252	
	COMANCHE	97-98	1970-03-10	COMANCHE	96	PCR-963, PCR-973, PCR-1020, ART-37, ACB-113, TBD (1)	COLOSSUS Memo #258	
	COMANCHE	99-101	1970-03-26	COMANCHE	98	PCR-869, PCR-956, PCR-973, PCR-869, PCR-991.1, PCR-995, COM-34, COM-35, COM-36, ACB-111	COLOSSUS Memo #264	
	COMANCHE	102-104	1970-04-27	COMANCHE	101	PCR-302.1, PCR-315.1, PCR-869, PCR-984, PCR-993, PCR-1034, A-4, COM-37, ACB-111, ACB-114,  ACB-115, TBD (2)	COLOSSUS Memo #266	
	COMANCHE	105-107	1970-06-03	COMANCHE	104	PCR-289, PCR-868, PCR-869, PCR-995,  PCN-1046, ACB-116, ACB-117, TBD (1)	COLOSSUS Memo #271	
r14	COMANCHE	108	1970-06-03	COMANCHE	107	PCR-289, PCR-868, PCR-869, PCR-995,  PCN-1046, ACB-116, ACB-117, TBD (1)	COLOSSUS Memo #271	COMANCHE 108 was the Command Module AGC software flown on Apollo 14.  The internal memo at MIT/IL announcing the release was titled "The Last of the Comanches".
								
								
	ARTEMIS	1	1969-08-07	COMANCHE	67	ACB-45, ACB-46	COLOSSUS Memo #205	
	ARTEMIS	2	1969-09-22	ARTEMIS	1	PCR-875, PCR-879, ACB-40, ACB-47, ACB-48, ACB-49, ACB-51, ACB-65, ACB-71, ACB-79	COLOSSUS Memo #215, COLOSSUS Memo #244	
	ARTEMIS	3-19	1970-02-10	ARTEMIS	2	PCR-877, PCR-878, PCR-880, PCR-891, PCR-910, PCR-938, PCR-946, PCR-947, PCR-948, PCR-1018, PCR-1019, A-1, ACB-41, ACB-50, ACB-52, ACB-54 through ACB-64,  ACB-66 through ACB-78, ACB-80 through ACB-89, ACB-92 through ACB-96, TBD (4)	COLOSSUS Memo #244	
	ARTEMIS	20-24	1970-02-18	ARTEMIS	19	PCR-806.1, PCR-863.1, PCR936.1, PCR-963, PCR-966, COM-21, COM-22, COM-24, COM-27, A-2, ACB-91, ACB-98	COLOSSUS Memo #250	
	ARTEMIS	25-28	1970-03-10	ARTEMIS	24	PCR-288, PCR-290, PCR-292, PCR-821.1, PCR-822, PCR-857, PCR-859, PCR-860, PCR-872.1, PCR-874.1, PCR-916, PCR-917, PCR-978, PCR-986.1, PCR-991.1, PCR-994, COM-32, COM-33, ACB-100, ACB-103, ACB-104, ACB-105, ACB-106, ACB-110, TBD (1)	COLOSSUS Memo #260	
	ARTEMIS	29-36	1970-04-28	ARTEMIS	28	PCR-289, PCR-295, PCR-867, PCR-869, PCR-868, PCR-921, PCR-970.1, PCR-985, PCR-987, PCR-991.1, PCR-995, PCR-1020, A-4, COM-37, ACB-111, TBD	COLOSSUS Memo #267 (missing p. 5)	
	ARTEMIS	37-40	1970-06-03	ARTEMIS	36	PCR-822, PCR-857, PCR-868, PCR-869, PCR-916, PCR-963, PCR-993, PCN-1046, ACB-47, ACB-116, ACB-117, TBD (5)	COLOSSUS Memo #272	
	R40ARTMS	1-7	1970-07-02	ARTEMIS	40	ART-2D-01, ART-2D-02, ART-2D-03, ART-2D-04, ART-2D-05, ART-2D-06, ART-2D-07, ART-2D-08, ART-2D-09, ACB-117	COLOSSUS Memo #276	
	ARTEMIS	41-45	1970-07-14	ARTEMIS	40	PCR-859, PCR-1051, PCR-1054, ART-2D-01, ART-2D-2, A-6, A-10, ACB-116, TBD (2)	COLOSSUS Memo #277	
	ARTEMIS	46-51	1970-07-21	ARTEMIS	45	PCN-994, PCR-1049, PCR-1050, PCR-1051, A-7, A-8, A-9, A-10, A-11, A-12, ART-2D-03, ART-2D-04, ART-2D-05, ART-2D-06, ART-2D-07, ART-2D-09, ART-2E-05, ACB-83, ACB-117, TBD (1)	COLOSSUS Memo #280	
	ARTEMIS	52	1970-09-15	ARTEMIS	51	PCR-1049, PCR-1051, COM-39, COM-41, ART-2E-04, ACB-10, TBD (1)	COLOSSUS Memo #286	
	ARTEMIS	53	1970-09-15	ARTEMIS	52	PCR-1049, PCR-1051, PCR-1060, PCR-1061, PCR-1062, PCR-1064, PCN-1077, COM-38, ART-2E-07, ART-2E-08, ART-2E-09, A-13, A-14, A-15, TBD (8)	COLOSSUS Memo #286	
	ARTEMIS	54	1970-09-15	ARTEMIS	53	PCR-318, PCR-984, PCR-1041, PCR-1049, PCR-1051, PCR-1063, PCR-1065, A-15, A-16, COM-42, COM-44, TBD (2)	COLOSSUS Memo #286	
	ARTEMIS	55	1970-09-15	ARTEMIS	54	PCR-317.1	COLOSSUS Memo #286	
	ARTEMIS	56	1970-09-15	ARTEMIS	55	PCR-325, PCR-326, PCR-327, PCR-328, PCR-1049, TBD (2)	COLOSSUS Memo #286	
	ARTEMIS	57	1970-09-15	ARTEMIS	56	PCR-985, PCR-1049, PCR-1050, PCR-1051, ART-2E-10	COLOSSUS Memo #286	
	ARTEMIS	58	1970-09-21	ARTEMIS	57	PCR-1049, PCN-1083, A-17, A-18, A-20, ART-2E-11, TBD (5)	COLOSSUS Memo #288	
	ARTEMIS	59	1970-10-08	ARTEMIS	58	PCR-1049, PCR-1078, PCN-1084, A-18, TBD (3)	COLOSSUS Memo #292	
	ARTEMIS	60	1970-10-08	ARTEMIS	59	PCR-320, PCR-868, PCR-1049, COM-46, TBD (1)	COLOSSUS Memo #292	
	ARTEMIS	61	1970-10-28	ARTEMIS	60	PCR-320, PCR-1049, PCR-1051, PCR-1062, PCR-1076, PCR-1082.1, PCR-1090, COM-47, TBD (3)	COLOSSUS Memo #296	
	ARTEMIS	62	1970-10-28	ARTEMIS	61	PCR-1049, PCR-1057, PCR-1086, COM-45, TBD (2)	COLOSSUS Memo #296	
	ARTEMIS	63	1970-11-30	ARTEMIS	62	A-22, ART-2E-13, TBD (2)	COLOSSUS Memo #301	
	ARTEMIS	64	1970-11-30	ARTEMIS	63	(none)	COLOSSUS Memo #301	
	ARTEMIS	65	1970-11-30	ARTEMIS	64	PCR-320, PCR-325, PCR-332, PCR-342, PCR-1049, PCR-1051, PCR-1097.1, PCR-1099, PCR-1117.1, PCR-1118, PCR-1123, PCR-1125, ART-2E-12, TBD (2)	COLOSSUS Memo #301	
	ARTEMIS	66	1970-11-30	ARTEMIS	65	(none)	COLOSSUS Memo #301	
	ARTEMIS	67	1970-11-30	ARTEMIS	66	PCR-1049, TBD (5)	COLOSSUS Memo #301	
	ARTEMIS	68	1971-01-07	ARTEMIS	67	ART-3-01, TBD (1)	COLOSSUS Memo #306	
	ARTEMIS	69	1971-01-07	ARTEMIS	68	ART-3-02	COLOSSUS Memo #306	
	ARTEMIS	70	1971-01-07	ARTEMIS	69	COM-51, ART-3-03	COLOSSUS Memo #306	
r17p1c	ARTEMIS	71	1971-02-01	ARTEMIS	70	TBD	No information available	
r17	ARTEMIS	72	1971-03-01	ARTEMIS	71	TBD	No information available	ARTEMIS 72 was the Command Module AGC software flown on Apollo 15, Apollo 16, and Apollo 17.
								
								
	AURORA	0	1965-10-01	RETREAD	44	TBD	R-700 vol 1 sect 10.1.3	
	AURORA	1-19	1965-11-01	AURORA	0	TBD	No information available	
	AURORA	20-39	1965-12-01	AURORA	19	TBD	No information available	
	AURORA	40-59	1966-01-01	AURORA	39	TBD	No information available	
	AURORA	60-84	1966-02-01	AURORA	59	TBD	No information available	
R	AURORA	85	1966-03-03	AURORA	84	TBD	No information available	AURORA 85 was the Lunar Module AGC software for the unmanned LTA-8 ground tests.
	AURORA	86-87	1966-05-01	AURORA	85	TBD	No information available	
R	AURORA	88	1966-07-15	AURORA	87	TBD	No information available	AURORA 88 was AGC software used for checkout of the Lunar Module G&N system.
								
								
	SUNBURST	0	1966-09-15	AURORA	88	TBD	19780015068 p. 36	
	SUNBURST	1-19	1966-10-15	SUNBURST	0	TBD	No information available	
	SUNBURST	20-36	1966-11-15	SUNBURST	19	TBD	No information available	
	SUNBURST	37	1966-12-13	SUNBURST	36	TBD	No information available	
	SHEPATIN	0	1966-12-14	SUNBURST	37	TBD	No information available	SHEPATIN was a branch of the software for investigating certain engineering concepts, but we're not sure exactly what those concepts were.  We know it had at least 6 revisions.  There were many of these side projects that we know little or nothing about, with names like MAMOUTH, LOCAVOID, NEWPRET, SDCDANCE, RADAR, LEADIN, COMPASS, and so on.
	SHEPATIN	1-6	1967-02-01	SHEPATIN	0	TBD	No information available	
	SUNBURST	38-74	1967-02-01	SUNBURST	37	TBD	No information available	
	SUNBURST	75-115	1967-03-15	SUNBURST	74	TBD	No information available	
	SUNBURST	116	1967-04-14	SUNBURST	115	TBD	No information available	
r	BURST116	0	1967-04-15	SUNBURST	116	TBD	No information available	
	SUNBURST	117-119	1967-07-15	SUNBURST	116	TBD	No information available	
r	SUNBURST	120	1967-10-15	SUNBURST	119	TBD	No information available	SUNBURST 120 was the Lunar Module AGC software flown in the unmanned Apollo 5 mission.
								
								
	SUNDANCE	0	1967-11-15	SUNBURST	120	TBD	19780015068 p. 36	
	SUNDANCE	1-24	1967-11-25	SUNDANCE	0	TBD	No information available	
	SUNDANCE	25-49	1967-12-05	SUNDANCE	24	TBD	No information available	
	SUNDANCE	50-74	1967-12-10	SUNDANCE	49	TBD	No information available	
	SUNDANCE	75-99	1967-12-17	SUNDANCE	74	TBD	No information available	
	SUNDANCE	100-124	1967-12-24	SUNDANCE	99	TBD	No information available	
	SUNDANCE	125-149	1968-01-01	SUNDANCE	124	TBD	No information available	
	SUNDANCE	150-174	1968-01-08	SUNDANCE	149	TBD	No information available	
	SUNDANCE	175-199	1968-01-14	SUNDANCE	174	TBD	No information available	
	SUNDANCE	200-224	1968-01-20	SUNDANCE	199	TBD	No information available	
	SUNDANCE	225-249	1968-01-28	SUNDANCE	224	TBD	No information available	
	SUNDANCE	250-281	1968-02-05	SUNDANCE	249	TBD	No information available	
	SUNDANCE	282	1968-02-15	SUNDANCE	281	TBD	Missing LUMINARY Memo #20	
	SUNDANCE	283-291	1968-03-15	SUNDANCE	282	TBD	No information available	
r	SUNDANCE	292	1968-04-01	SUNDANCE	291	TBD	No information available	
	SUNDANCE	293-301	1968-06-01	SUNDANCE	292	TBD	No information available	
r	SUNDANCE	302	1968-07-15	SUNDANCE	301	TBD	No information available	
	SUNDANCE	303-305	1968-09-01	SUNDANCE	302	TBD	No information available	
r	SUNDANCE	306	1968-10-15	SUNDANCE	305	TBD	No information available	SUNDANCE 306 was the Lunar Module AGC software flown in the Apollo 9 mission.
								
								
	SKYLARK	1	1970-02-15	ARTEMIS	19	TBD	No information available	
	SKYLARK	2-9	1970-06-01	SKYLARK	1	TBD	No information available	
	SKYLARK	10-19	1970-09-15	SKYLARK	9	TBD	No information available	
	SKYLARK	20-29	1971-02-01	SKYLARK	19	TBD	No information available	
	SKYLARK	30-39	1971-05-15	SKYLARK	29	TBD	No information available	
	SKYLARK	40-47	1971-08-15	SKYLARK	39	TBD	No information available	
r	SKYLARK	48	1971-11-11	SKYLARK	47	TBD	No information available	SKYLARK 48 was the Command Module AGC software flown in the Skylab 2, Skylab 3, Skylab 4, and ASTP missions.
								
								
	RETREAD	0	1965-04-01			TBD	No information available	RETREAD was the very first Block II AGC program, from which all other Block II AGC programs eventually evolved.
	RETREAD	1-19	1965-05-01	RETREAD	0	TBD	No information available	
	RETREAD	20-39	1965-06-01	RETREAD	19	TBD	No information available	
	RETREAD	40-43	1965-06-15	RETREAD	39	TBD	No information available	
r	RETREAD	44	1965-07-01	RETREAD	43	TBD	No information available	
	RETREAD	45-49	1965-10-01	RETREAD	44	TBD	No information available	
r	RETREAD	50	1965-12-01	RETREAD	49	TBD	No information available	
								
								
	SUNDIAL	A	1966-06-01	AURORA	85	TBD	No information available	
r	SUNDIAL	B	1966-06-16	SUNDIAL	A	TBD	No information available	
r	SUNDIAL	C	1966-06-24	SUNDIAL	B	TBD	No information available	
r	SUNDIAL	D	1967-03-01	SUNDIAL	C	TBD	No information available	
r	SUNDIAL	E	1967-03-13	SUNDIAL	D	TBD	No information available	SUNDIAL in general, and SUNDIAL E specifically, was AGC software used to check out Command Module G&N systems.  It was also the Command Module AGC software in the 4 manned but ground-based missions called 2TV-1.
								
								
	SUNDISK	0	1967-03-15	SUNDIAL	E	TBD	No information available	
	SUNDISK	1-24	1967-04-05	SUNDISK	0	TBD	No information available	
	SUNDISK	25-49	1967-04-25	SUNDISK	24	TBD	No information available	
	SUNDISK	50-74	1967-05-15	SUNDISK	49	TBD	No information available	
	SUNDISK	75-99	1967-06-05	SUNDISK	74	TBD	No information available	
	SUNDISK	100-124	1967-06-25	SUNDISK	99	TBD	No information available	
	SUNDISK	125-149	1967-07-15	SUNDISK	124	TBD	No information available	
	SUNDISK	150-174	1967-08-05	SUNDISK	149	TBD	No information available	
	SUNDISK	175-199	1967-08-25	SUNDISK	174	TBD	No information available	
	SUNDISK	200-224	1967-09-15	SUNDISK	199	TBD	No information available	
	SUNDISK	225-249	1967-10-10	SUNDISK	224	TBD	No information available	
	SUNDISK	250-266	1967-11-01	SUNDISK	249	TBD	No information available	
r	SUNDISK	267	1967-11-15	SUNDISK	266	TBD	No information available	
	SUNDISK	268-281	1968-01-01	SUNDISK	267	TBD	No information available	
r	SUNDISK	282	1968-02-15	SUNDISK	281	TBD	No information available	SUNDISK 282 was the Command Module AGC software flown in the Apollo 7 mission.
								
								
	ECLIPSE	0	1963-07-20			TBD	No information available	ECLIPSE is the earliest-known AGC program.  It was for a Block I AGC.  The program is named for the fact that it was developed partly during a major solar eclipse in 1963.  Fun fact:  That eclipse occurred on July 20, 1963.
r	ECLIPSE	A	1964-02-01	ECLIPSE	0	TBD	No information available	
r	ECLIPSE	B	1964-02-30	ECLIPSE	A	TBD	No information available	
								
								
	SUNRISE	0	1964-03-01	ECLIPSE	B	TBD	No information available	
	SUNRISE	1-16	1964-04-15	SUNRISE	0	TBD	No information available	
	SUNRISE	17-32	1964-06-01	SUNRISE	16	TBD	No information available	
r	SUNRISE	33	1964-07-15	SUNRISE	32	TBD	No information available	
	SUNRISE	34-37	1964-08-20	SUNRISE	33	TBD	No information available	
r	SUNRISE	38	1964-09-20	SUNRISE	37	TBD	No information available	
	SUNRISE	39-44	1964-10-20	SUNRISE	38	TBD	No information available	
r	SUNRISE	45	1964-11-28	SUNRISE	44	TBD	No information available	
	SUNRISE	46-68	1965-01-30	SUNRISE	45	TBD	No information available	
r	SUNRISE	69	1965-03-15	SUNRISE	68	TBD	No information available	
								
								
	CORONA	0	1965-04-01	SUNRISE	69	TBD	No information available	
	CORONA	1-49	1965-05-15	CORONA	0	TBD	No information available	
	CORONA	50-99	1965-07-01	CORONA	49	TBD	No information available	
	CORONA	100-149	1965-08-15	CORONA	99	TBD	No information available	
	CORONA	150-199	1965-10-01	CORONA	149	TBD	No information available	
	CORONA	200-249	1965-12-15	CORONA	199	TBD	No information available	
	CORONA	250-260	1966-01-01	CORONA	249	TBD	No information available	
r	CORONA	261	1966-01-15	CORONA	260	TBD	No information available	CORONA 261 was the Block I Command Module AGC software that flew in the unmanned AS-202 mission.
								
	SOLARIUM	0	1966-02-01	CORONA	261	TBD	No information available	
	SOLARIUM	1-19	1966-04-01	SOLARIUM	0	TBD	No information available	
	SOLARIUM	20-39	1966-06-01	SOLARIUM	19	TBD	No information available	
	SOLARIUM	40-53	1966-08-01	SOLARIUM	39	TBD	No information available	
	SOLARIUM	54	1966-09-01	SOLARIUM	53	TBD	No information available	
r	SOLARIUM	55	1966-10-07	SOLARIUM	54	TBD	No information available	SOLARIUM 55 was the Block I Command Module AGC software that flew in the unmanned Apollo 4 and Apollo 6 missions.
								
	SUNSPOT	0	1966-02-01	CORONA	261	TBD	No information available	
	SUNSPOT	1-49	1966-04-01	SUNSPOT	0	TBD	No information available	
	SUNSPOT	50-99	1966-06-01	SUNSPOT	49	TBD	No information available	
	SUNSPOT	100-149	1966-08-01	SUNSPOT	99	TBD	No information available	
	SUNSPOT	150-199	1966-10-01	SUNSPOT	149	TBD	No information available	
	SUNSPOT	200-246	1966-11-01	SUNSPOT	199	TBD	No information available	
r	SUNSPOT	247	1966-12-01	SUNSPOT	246	TBD	No information available	SUNSPOT was the Block I Command Module AGC software that would have flown in the Apollo 1 mission and its two immediate follow-ups, had the Apollo 1 fire not caused all of those missions to be cancelled.  The software, nevertheless, was complete and ready to fly at the time of the trajedy.  The records are incomplete, however, and we cannot be sure that 247 was the specific SUNSPOT revision intended for Apollo 1.  However, it is the highest revision that we are aware of that was tested for that purpose.
								
								
	AGS Flight Program	0	1967-02-01			TBD	No information available	
	AGS Flight Program	Baseline	1967-07-01	AGS Flight Program	0	TBD	No information available	
	AGS Flight Program	2	1967-12-01	AGS Flight Program	Baseline	TBD	No information available	AGS Flight Program 2 (FP2) was flown on the unmanned Apollo 5 mission.
	AGS Flight Program	3	1968-05-01	AGS Flight Program	2	TBD	No information available	AGS Flight Program 3 (FP3) was flown on the Apollo 9 mission.
	AGS Flight Program	4	1968-08-01	AGS Flight Program	3	TBD	No information available	
	AGS Flight Program	5	1968-11-01	AGS Flight Program	4	TBD	No information available	AGS Flight Program 5 (FP5) was flown on the Apollo 10 mission.
	AGS Flight Program	6	1969-02-14	AGS Flight Program	5	TBD	No information available	AGS Flight Program 6 (FP6) was flown on the Apollo 11 and Apollo 12 missions.
	AGS Flight Program	7	1970-01-01	AGS Flight Program	6	TBD	No information available	AGS Flight Program 7 (FP7) was flown on the Apollo 13 and Apollo 14 missions.
	AGS Flight Program	8	1971-04-28	AGS Flight Program	7	TBD	No information available	AGS Flight Program 8 (FP8) was flown on the Apollo 15, Apollo 16, and Apollo 17 missions.